D1-Memory D1-Naive D2-Memory D3-Memory D3-Naive D4-Memory D4-Naive
KCNK1 303 156 471 371 289 593 140
LINC00184 178 4 49 9 0 96 1
LINC01132 149 55 164 126 59 192 84
RP11-443B7.1 597 943 645 447 804 1120 1244
RP11-443B7.3 53 154 55 53 105 65 109
GNG4 17 38 18 15 31 33 64
EXO1 298 251 407 252 218 430 391
ZNF695 15 10 16 13 27 11 8
FAM110C 42 34 43 43 57 48 109
FAM150B 14 1 10 7 2 21 1
NRIR 25 6 13 21 6 20 11
AC092580.3 57 13 13 32 12 34 11
CYS1 16 17 54 18 7 42 7
RP11-254F7.4 22 6 22 11 8 26 11
RRM2 6355 5113 8506 4697 4930 7709 6102
C2orf48 185 141 147 81 92 116 208
RP11-791G15.2 21 4 15 10 3 22 13
FAM49A 43 65 15 43 130 33 145
KCNS3 28 2 26 42 3 147 46
FKBP1B 375 100 398 276 89 571 149
TP53I3 69 88 89 54 109 80 64
OTOF 188 21 122 209 34 290 129
CENPA 886 851 1380 651 782 1311 844
CGREF1 17 41 26 18 51 20 48
TRIM54 6 3 17 5 11 15 14
PLB1 9 7 10 10 15 16 10
AC097724.3 22 28 9 24 29 9 16
SPDYA 4 11 8 8 23 6 17
CYP1B1 1070 1521 2626 1667 1700 2114 2017
CYP1B1-AS1 23 25 52 45 38 28 24
SLC8A1-AS1 104 324 228 260 365 305 594
SLC8A1 8 30 3 2 41 7 44
HAAO 89 42 150 81 45 199 136
LINC01126 14 6 12 6 10 11 5
EPAS1 1191 102 908 715 103 1453 160
EPCAM 7 11 5 4 33 7 13
TMEM17 12 4 17 3 3 30 10
LINC00309 14 14 9 17 8 37 19
LGALSL 35 26 43 23 72 40 40
SPRED2 66 112 59 63 192 88 158
AC016700.5 58 53 54 58 59 103 107
SPR 145 30 170 86 24 230 96
RTKN 100 61 81 78 86 129 134
LBX2 43 19 24 43 30 42 62
LBX2-AS1 10 4 29 17 8 28 14
TLX2 36 11 57 61 24 85 23
LOXL3 61 9 157 59 19 132 43
CD8A 51 2 47 143 21 7 8
AC092835.2 18 9 20 14 22 21 28
NCAPH 1155 827 1563 954 750 1802 1159
NEURL3 148 58 154 201 60 280 149
RP11-363D14.1 19 16 18 20 20 30 23
RFX8 16 17 19 15 17 7 8
IL1R2 1302 151 2037 1536 142 1813 400
IL1RL1 10 1 2 24 1 12 4
AC104655.3 67 53 72 71 69 192 196
ACOXL 3 24 10 9 33 4 4
RP11-181E10.3 37 11 38 26 12 13 6
RGPD8 6 11 14 1 4 14 10
CKAP2L 1230 1025 1273 909 1051 1173 1043
IL1A 187 31 115 154 48 279 72
IL1RN 527 264 392 544 239 562 237
AC016683.5 21 29 10 13 36 27 42
AC068282.3 22 30 21 2 9 1 10
CCDC74B 13 29 25 17 60 19 42
AC011893.3 79 272 103 66 325 108 419
AC068492.1 28 43 25 35 41 23 55
FMNL2 131 108 63 117 260 200 197
TANC1 5 19 11 8 27 13 31
AC009299.2 2 4 11 6 9 8 9
SPC25 1010 693 1369 895 526 1064 919
DHRS9 118 103 106 113 22 201 304
LRP2 10 9 0 6 14 24 62
MYO3B 4 0 1 5 1 17 2
SP5 3 4 1 3 22 0 14
AC007405.6 27 26 9 27 34 34 48
ERICH2 7 4 4 14 11 13 8
GAD1 55 86 28 52 153 117 271
CYBRD1 38 42 59 34 43 41 43
AC079305.10 7 4 14 4 4 18 9
OSBPL6 36 28 62 18 28 86 65
FAM171B 8 9 14 12 8 11 12
CALCRL 0 18 5 9 21 14 42
MYO1B 213 663 89 217 802 235 1008
HECW2 34 44 75 60 41 131 40
FZD7 5 9 6 11 53 14 25
NRP2 19 77 35 51 58 73 94
MDH1B 11 14 15 4 21 18 24
AC007879.2 66 46 69 100 41 149 86
AC007879.4 25 13 12 23 14 69 53
AC072062.1 25 19 13 22 23 25 13
IGFBP2 77 892 20 204 2278 38 546
TNS1 51 55 35 57 85 79 70
RUFY4 47 9 28 85 14 102 71
PTPRN 15 62 4 26 128 15 142
AC114803.3 32 219 4 39 475 24 406
TMEM198 22 18 26 25 21 34 11
OBSL1 11 13 26 12 12 20 22
FAM124B 7 12 8 10 20 9 23
C2orf72 6 73 3 9 120 11 99
HTR2B 8 14 14 12 2 15 1
NPPC 3 68 2 12 98 9 141
C2orf82 2 6 2 6 21 3 23
HJURP 767 828 945 572 829 870 1142
AC112721.1 15 20 14 40 27 39 79
AC112721.2 15 15 19 31 18 12 54
RBM44 18 14 27 20 31 26 29
GPC1 74 33 115 68 21 85 23
KIF1A 88 69 166 158 60 201 174
ANO7 14 52 12 13 85 22 79
BOK 14 8 20 14 18 23 17
BHLHE40-AS1 79 39 35 64 72 59 69
OXTR 19 8 12 20 14 19 25
IL17RE 36 32 21 43 58 33 63
HRH1 38 1 21 33 0 45 8
PPARG 964 206 870 468 101 713 212
DAZL 8 98 1 1 109 3 12
RBMS3 10 44 6 17 44 9 23
RP11-424N24.2 5 11 6 4 14 11 18
ZNF35 107 52 114 90 60 134 61
CDCP1 9 7 3 13 16 11 15
CCR1 40 4 20 84 3 16 6
CCR2 35 41 38 59 14 17 11
CCRL2 70 66 66 78 92 58 67
CDC25A 156 48 196 96 41 230 84
CELSR3 50 34 32 39 24 75 43
SEMA3B 17 100 6 14 208 11 120
DOCK3 12 20 8 14 30 6 38
CACNA1D 3 1 11 9 2 10 4
C3orf67 98 112 130 116 170 206 233
GPR27 22 2 18 11 4 22 8
LINC00877 105 144 114 82 123 108 215
PROS1 22 16 37 22 21 44 66
TMEM45A 62 177 4 89 366 94 376
HHLA2 12 34 8 2 19 5 9
ZBED2 19863 13091 19453 15307 13757 24215 27470
PLCXD2 41 25 28 17 36 17 36
PHLDB2 52 21 36 32 23 68 33
GAP43 58 38 61 43 25 106 48
ARHGAP31 127 62 114 105 49 169 120
CD80 125 23 195 149 23 316 36
ILDR1 50 2 37 30 3 61 15
CD86 374 65 328 308 29 369 75
ALG1L 7 8 17 4 8 14 11
RP11-723O4.9 9 3 7 2 3 66 25
NPHP3-ACAD11 13 32 12 21 63 22 53
BFSP2 53 29 64 38 29 53 45
BFSP2-AS1 13 40 15 12 37 10 29
RAB6B 48 17 18 52 59 11 36
RP11-102M11.2 12 12 7 7 10 12 9
PCOLCE2 11 5 16 12 11 18 23
PLOD2 26 73 9 40 139 59 168
WWTR1 98 16 105 53 16 115 23
MED12L 48 18 81 73 22 158 52
P2RY14 11 17 25 24 22 42 30
GPR87 111 92 98 142 44 188 159
IGSF10 22 7 64 41 10 99 30
P2RY1 1 5 0 4 31 3 12
LINC00880 58 40 66 63 40 83 69
LINC00881 131 347 107 128 324 110 385
IL12A 4 0 17 13 1 7 2
GOLIM4 126 81 184 160 115 161 134
ACTRT3 17 3 33 16 9 42 8
RP11-816J6.3 6 14 6 10 21 6 16
PLD1 24 4 25 29 12 17 8
LAMP3 377 271 517 499 195 929 630
B3GNT5 50 70 41 64 87 74 146
ETV5 23 22 47 14 23 16 18
DGKG 8 0 13 3 5 7 14
CRYGS 11 3 12 12 3 15 15
RP11-132N15.3 37 20 66 63 9 99 71
LPP-AS2 61 20 97 59 17 144 38
CLDN1 12 77 0 23 84 5 51
HES1 23 3 31 35 16 44 18
APOD 1006 2212 306 506 2118 1222 4522
MUC4 69 56 46 79 84 94 150
TNK2-AS1 42 23 45 36 9 70 27
PIGZ 23 24 26 19 39 27 21
MFI2 73 58 85 34 45 66 59
AC024560.2 13 23 13 15 28 16 32
EVC2 70 3 49 74 10 77 5
NCAPG 1612 1218 1986 1269 1085 1943 1525
RP11-431M7.3 18 19 9 9 17 11 15
PTTG2 40 33 53 21 39 67 32
FAM114A1 32 28 46 38 64 43 47
AC195454.1 7 18 5 8 27 4 12
RBM47 45 24 47 62 32 27 30
NSUN7 11 18 9 27 15 6 17
APBB2 11 40 12 15 30 10 22
UCHL1 25 34 27 73 25 64 60
CNGA1 5 14 9 13 58 7 30
USP46-AS1 14 3 19 7 2 25 4
RASL11B 8 5 14 8 9 19 6
NMU 6 14 20 5 44 18 9
ARL9 6 5 10 7 15 31 15
CXCL8 34 63 44 275 121 249 203
RP11-629B11.5 22 23 19 17 19 21 28
C4orf26 41 2 30 106 2 37 2
ART3 98 18 82 55 4 170 29
CXCL10 2408 6 1901 1173 38 12585 42
CXCL11 168 2 54 38 0 337 11
CXCL13 97 38 125 117 41 175 351
ANXA3 17 66 86 18 94 253 920
SCD5 51 11 12 14 3 28 19
ABCG2 109 102 35 70 59 122 102
SNCA 43 33 17 26 22 144 34
HPGDS 19 14 14 8 6 30 41
DDIT4L 42 12 19 52 29 25 39
ANK2 19 20 23 24 30 38 79
TRPC3 12 14 25 20 17 27 20
IL2 4095 2626 899 1541 1894 4713 15049
IL21 94 30 141 46 38 315 255
IL21-AS1 110 39 167 72 37 280 373
FGF2 18 7 33 19 7 34 23
RP11-170N16.3 9 5 7 12 5 10 10
MGARP 4 15 4 4 60 1 37
GYPE 11 8 20 2 2 28 16
MND1 1048 2175 1181 934 2448 1445 2338
TLR2 10 4 15 20 13 8 22
SH3RF1 19 12 40 42 41 76 68
NEIL3 291 309 424 327 347 344 370
ENPP6 37 27 11 13 26 8 9
RP11-326I11.4 0 3 9 5 1 5 2
RP11-242J7.1 5 3 3 10 2 2 0
MIR3945HG 9 0 12 13 1 33 13
C4orf47 56 136 15 54 171 62 258
RP11-279O9.4 13 42 17 31 98 22 96
ZDHHC11 9 2 11 4 7 12 10
RP11-43F13.3 3 10 2 5 7 2 9
NKD2 16 52 9 16 20 6 47
TERT 10 68 8 18 115 12 48
ROPN1L 2 5 2 5 9 5 7
BASP1 140 184 243 268 385 578 467
RAI14 29 5 42 25 8 111 45
CAPSL 67 156 69 45 90 92 197
SLC1A3 4 12 8 14 13 14 34
LINC00604 18 0 14 14 0 28 2
NIM1K 45 86 29 40 106 60 153
ITGA2 114 170 187 122 248 246 462
DEPDC1B 632 471 744 409 377 683 606
ELOVL7 84 7 79 91 9 215 81
CTD-2116N20.1 6 3 11 15 9 12 2
CTC-498J12.3 7 15 9 6 21 8 15
MAP1B 131 13 70 203 9 199 55
ENC1 14 39 13 9 70 14 31
SV2C 70 9 89 34 30 75 12
S100Z 74 43 108 88 75 101 66
THBS4 7 5 11 11 6 5 4
CTD-2001C12.1 11 10 4 6 17 10 8
CSF2 1530 221 462 701 48 1203 624
P4HA2 451 1092 157 393 1488 530 1381
SLC22A4 31 2 33 12 2 49 13
IL5 189 7 7 8 2 73 5
IL13 358 11 52 112 38 179 31
IL4 13 6 2 11 4 2 0
CATSPER3 5 9 12 6 11 12 14
KIF20A 187 438 311 147 417 297 298
CDC25C 239 241 315 190 213 240 314
REEP2 92 113 153 76 180 121 165
EGR1 125 382 94 253 366 171 486
MZB1 706 344 707 1074 337 524 433
PROB1 55 28 92 61 29 119 38
ECSCR.1 155 114 136 158 127 228 162
HBEGF 280 119 359 198 151 234 150
AC008781.7 14 11 15 8 9 24 22
HMHB1 14 16 6 7 9 9 23
CSF1R 18 8 39 15 20 29 82
SPARC 23 7 63 16 8 64 23
KIF4B 13 5 17 6 8 20 15
FAM71B 38 32 27 31 24 60 119
NIPAL4 88 29 136 84 20 246 150
FABP6 10 11 5 4 26 9 12
MIR3142HG 26 44 45 24 68 30 36
CTB-178M22.2 3 25 3 10 54 18 297
SLIT3 14 7 9 4 9 22 21
CTB-114C7.4 31 27 31 30 29 51 39
STC2 461 742 515 425 913 973 1687
GPRIN1 47 15 45 27 9 103 26
SNCB 0 15 0 3 24 1 18
F12 87 119 131 83 164 145 237
RP11-1379J22.5 5 17 13 8 13 12 20
TRIM7 94 46 88 53 21 159 88
PXDC1 101 0 116 57 5 189 8
PPP1R3G 6 29 0 5 53 16 51
NRN1 131 1095 40 178 3998 201 1441
DSP 12 4 10 20 13 14 12
RP11-456H18.2 9 14 18 8 33 15 28
EDN1 2 20 3 0 34 7 48
RP1-151F17.1 22 15 26 20 23 26 30
STMND1 12 313 44 8 196 27 306
SLC17A3 3 1 2 6 1 2 0
HIST1H1A 476 159 466 361 194 312 201
HIST1H3B 28 52 44 33 87 45 50
HIST1H2AB 13 6 8 6 4 16 10
HIST1H3C 33 20 45 31 22 40 29
HIST1H4F 5 3 2 6 8 14 18
HIST1H3F 16 13 22 20 10 16 18
HIST1H3G 79 41 100 56 47 94 72
LINC00240 9 17 11 12 7 10 6
HIST1H4I 11 11 14 5 8 13 12
PRSS16 63 35 98 131 67 114 126
HIST1H2BL 6 7 5 3 23 8 8
HIST1H2AI 22 18 29 10 20 19 24
HIST1H2AJ 85 53 101 37 47 83 62
HIST1H2AL 48 45 60 36 41 47 50
HIST1H3I 14 24 17 9 36 19 23
HIST1H2AM 125 82 142 74 62 117 101
ZBED9 10 10 16 14 12 20 23
RP5-1186N24.3 5 10 13 18 15 25 20
LINC01556 19 18 19 17 20 8 20
TRIM10 8 6 10 8 1 17 20
TRIM15 4 7 8 12 4 22 30
HLA-DQA2 11 1 20 684 38 1071 34
TEAD3 21 10 18 11 9 22 22
ETV7 875 40 1339 449 43 1161 84
CPNE5 37 33 67 41 26 107 51
TMEM217 107 111 160 96 93 207 93
KCNK5 71 52 76 71 61 70 55
TREML2 30 50 13 41 73 30 107
TREM1 3 16 3 8 13 12 45
FOXP4-AS1 41 22 32 34 32 35 63
TTBK1 13 7 17 11 2 28 11
RP3-337H4.9 15 3 21 6 10 20 7
RP5-1120P11.1 5 18 4 3 27 3 25
C6orf223 7 16 7 21 49 9 44
RCAN2 273 4 116 261 3 117 10
C6orf141 12 20 9 27 62 73 120
RP11-553A21.3 36 55 40 37 69 61 66
LCA5 6 8 6 5 11 17 15
TTK 476 629 573 442 698 562 820
RP11-250B2.3 10 19 10 7 26 12 25
C6orf163 8 5 6 6 8 10 5
BEND3 13 9 34 13 4 20 15
SOBP 48 27 74 92 29 90 59
MARCKS 10 68 11 28 255 11 48
PKIB 10 10 6 16 40 20 24
RNF217 13 16 12 21 39 25 29
TPD52L1 10 8 3 9 8 8 11
SOGA3 18 8 20 11 7 23 10
TMEM200A 30 61 17 19 19 6 14
ENPP3 5 10 4 11 12 6 10
CTA-212D2.2 4 8 11 17 26 7 20
RP11-95M15.1 49 1 82 77 1 84 5
RP11-356I2.1 121 132 81 99 110 86 108
ARFGEF3 55 108 29 58 160 73 313
NHSL1 11 8 21 7 9 20 5
RP11-390P2.4 12 8 38 12 18 23 13
RP3-466P17.1 6 9 9 8 9 11 13
RAB32 34 38 25 28 23 38 44
UST 132 17 131 130 24 311 43
RP1-111D6.3 26 8 30 18 6 35 14
ULBP2 52 16 32 33 14 40 18
ULBP1 21 23 24 19 18 19 24
PLEKHG1 35 19 38 60 21 95 28
AKAP12 365 139 826 636 212 1068 159
RP1-111C20.4 26 21 20 17 24 26 26
XX-C2158C12.2 23 45 19 7 11 0 2
PDGFA 56 65 55 55 40 83 148
ELFN1-AS1 18 4 20 15 10 35 27
AMZ1 31 19 33 21 14 34 11
FSCN1 313 662 139 305 816 380 1098
TSPAN13 55 21 62 54 24 107 26
TWIST1 18 0 18 16 3 12 1
KLHL7-AS1 7 7 6 1 7 15 19
IGF2BP3 14 3 8 23 13 55 27
DFNA5 101 166 120 177 192 190 279
CREB5 6 29 3 16 50 17 47
CPVL 76 32 79 68 27 63 18
FAM188B 10 6 9 11 10 22 12
ANLN 369 278 492 262 303 445 348
EPDR1 43 19 42 30 24 87 40
CAMK2B 7 34 11 7 67 7 36
RP4-673M15.1 15 28 15 10 33 12 35
C7orf57 10 21 8 8 46 8 44
DDC 4 17 1 3 24 1 9
VPS37D 1 29 1 6 59 0 33
ABHD11-AS1 35 11 73 72 41 120 84
STEAP1 14 12 3 11 17 12 79
AC002454.1 75 73 117 73 43 124 98
SGCE 11 5 11 19 8 10 7
GS1-259H13.2 30 49 21 27 44 27 41
MUC12 98 51 75 126 61 130 67
VGF 19 13 44 11 5 69 5
RP11-132A1.4 60 37 98 66 36 69 41
SH2B2 57 152 32 65 233 66 271
RP11-325F22.2 43 35 39 76 37 57 139
RP11-22N19.2 72 58 54 54 100 93 73
PRKAR2B 7 4 8 6 15 11 9
SLC26A4-AS1 21 2 13 16 9 8 9
CAV1 13 120 4 14 137 24 62
RP11-38M8.1 52 72 32 24 55 55 76
DGKI 94 108 57 118 108 122 309
SVOPL 3 12 6 4 13 2 9
ATP6V0A4 118 1 140 123 2 64 5
KIAA1549 12 21 18 14 24 17 21
ZC3HAV1L 68 86 34 79 109 79 103
RAB19 10 9 17 11 10 16 6
TMEM139 14 42 6 22 37 37 39
CTAGE6 13 5 6 10 13 5 12
AC099552.4 98 13 387 292 14 354 46
RNF32 123 64 80 80 60 182 109
VIPR2 8 57 10 28 60 21 124
CRLF2 7 9 18 3 8 20 4
ASMT 15 3 24 18 3 56 0
EGFL6 39 128 42 62 133 31 178
NHS 13 36 22 31 133 30 119
MAP7D2 8 12 6 5 17 13 5
PCYT1B 0 14 3 8 17 17 32
GK-AS1 19 21 16 19 29 22 50
DMD 150 142 208 86 263 233 140
LANCL3 8 18 3 4 21 6 31
RP13-126P21.2 6 16 6 12 23 12 25
GPR34 23 16 10 38 32 26 9
MAOA 170 35 44 140 8 98 2
RP5-1158E12.3 13 7 25 19 13 14 11
JADE3 18 9 36 17 13 53 16
SYN1 43 12 90 56 26 90 21
NUDT10 11 36 20 19 45 15 32
PAGE2B 6 13 10 11 18 15 24
KLF8 59 50 82 91 70 131 133
KIF4A 528 461 748 457 443 737 597
DLG3-AS1 11 6 8 5 7 13 11
ITGB1BP2 17 7 15 8 2 18 9
ERCC6L 166 81 187 115 99 186 117
PHKA1 15 28 27 20 44 26 29
HDX 66 26 84 68 30 147 70
DRP2 4 5 32 20 15 92 123
TMSB15A 5 9 15 5 22 10 11
LL0XNC01-116E7.2 2 3 6 10 11 13 8
PLS3 8 12 9 36 33 45 32
IL13RA1 35 1 45 20 3 32 38
GLUD2 8 3 10 12 4 10 7
APLN 6 31 1 2 31 6 47
MIR503HG 13 7 24 7 12 31 9
SMIM10 37 61 59 52 116 65 160
FAM127C 56 69 17 49 59 76 109
MAMLD1 15 13 12 8 3 33 13
CSAG1 28 2 26 44 6 80 19
ZFP92 10 4 26 20 8 23 16
PNCK 15 38 2 8 115 1 49
L1CAM 32 23 29 28 53 26 19
HCFC1-AS1 13 10 11 15 34 9 23
CLIC2 69 37 52 53 41 104 65
RP11-134O21.1 20 33 29 10 12 20 19
MCPH1-AS1 5 8 7 8 21 8 8
FAM167A 22 4 30 24 7 19 6
PDGFRL 79 15 133 32 7 329 108
PSD3 11 5 25 37 15 58 58
LPL 35 80 14 27 119 38 393
LZTS1 6 10 13 11 14 7 7
EGR3 26 78 49 55 89 40 68
STC1 3 99 0 8 125 11 184
CDCA2 750 706 988 638 631 739 693
PNMA2 18 11 40 20 13 20 19
PBK 1044 714 1476 829 734 1349 1140
PNOC 431 0 244 176 0 251 15
DUSP4 6902 17798 8396 7440 21686 13442 20745
RP11-863K10.7 1 10 10 3 4 11 7
RP11-231D20.2 28 18 28 25 24 57 53
POMK 3 9 5 11 28 11 12
RGS20 45 19 33 28 15 57 33
LINC01301 9 15 8 12 8 17 10
DNAJC5B 77 3 67 66 4 54 4
MSC-AS1 218 17 148 92 2 119 3
CRISPLD1 4 32 1 8 53 10 22
IL7 46 2 50 28 4 37 11
CHMP4C 45 58 35 64 66 87 146
CA2 234 344 167 341 441 372 648
TRIQK 37 58 22 65 123 36 108
GEM 59 945 40 154 1227 65 858
ERICH5 23 13 25 34 8 40 26
SPAG1 215 66 225 210 68 390 172
KB-173C10.2 218 49 115 353 69 426 248
KB-1615E4.2 21 12 8 37 11 14 20
KB-1980E6.3 45 479 6 75 1129 47 741
ODF1 3 10 1 10 10 2 22
RAD21-AS1 13 8 7 10 9 9 16
RP11-557C18.4 4 21 3 6 57 2 15
TRIB1 163 121 120 117 196 204 164
LRRC6 8 23 7 10 16 18 26
TG 11 3 10 12 13 31 55
AC083843.1 5 11 7 10 13 5 19
SMPD5 5 5 1 3 15 4 17
OPLAH 26 37 36 34 44 35 51
ARHGAP39 6 60 5 5 85 5 82
DMRT2 43 9 41 20 2 147 58
VLDLR-AS1 119 107 95 65 37 159 181
RP11-509J21.2 5 7 15 2 3 15 15
IGHEP2 9 4 14 14 1 18 5
PDCD1LG2 28 0 35 24 0 27 0
GLDC 72 2 142 97 3 104 3
RP11-390F4.6 7 2 9 18 8 13 8
RP11-408A13.4 15 4 14 17 9 13 8
CNTLN 49 58 43 95 67 89 118
IFNB1 103 16 9 14 46 827 526
CDKN2B 25 19 23 34 23 15 12
ANKRD18B 8 9 28 21 17 39 27
KIF24 34 31 41 34 33 46 37
KIAA1161 20 12 25 16 9 16 8
RP11-195F19.9 8 9 17 16 25 11 14
RMRP 4 17 8 6 12 4 10
CA9 37 31 20 68 24 26 34
MELK 1174 645 1419 845 573 1652 1001
PAX5 7 3 9 10 13 12 24
SHB 45 35 41 34 34 75 51
FAM95B1 10 3 1 12 4 30 14
RP11-211N8.2 6 10 6 13 12 6 11
ANKRD20A3 2 4 1 10 10 17 20
SLC28A3 78 33 48 59 34 297 38
NTRK2 374 99 954 262 82 606 47
GOLM1 93 27 71 45 35 143 61
DAPK1 16 8 14 17 15 50 9
UNQ6494 436 1252 163 264 971 202 814
RP11-305L7.6 12 13 5 8 1 9 17
RP11-305L7.3 66 13 28 66 6 24 14
LINC00484 4 4 0 3 2 6 2
LINC00475 19 12 23 17 27 20 17
BARX1 10 73 2 10 131 7 110
LINC00092 13 13 11 21 20 11 36
CTSV 41 24 93 51 42 72 60
COL15A1 34 21 34 24 19 47 90
NR4A3 58 353 45 95 307 96 160
TMEM246 11 5 8 7 5 20 13
ABCA1 10 4 15 3 8 10 14
FSD1L 163 100 172 179 137 209 169
KLF4 22 22 28 114 65 139 101
PTPN3 6 8 10 7 6 8 20
PALM2 14 5 20 7 2 23 20
AKAP2 116 99 111 108 72 146 138
PTGR1 116 113 95 145 161 188 227
BSPRY 382 720 396 306 575 885 1170
RP11-18B16.2 5 1 2 9 2 24 12
RP11-402G3.3 4 13 4 1 2 8 2
NEK6 561 498 840 462 498 926 576
NR6A1 22 15 29 26 17 33 21
RP11-492E3.2 17 54 31 31 149 18 71
PRRX2 18 24 37 18 33 19 87
NCS1 122 47 179 81 23 122 70
ASS1 161 138 227 170 172 123 328
AIF1L 13 11 27 17 29 67 33
RP11-334J6.7 3 9 5 13 9 8 8
VAV2 29 14 36 15 19 38 19
EGFL7 56 29 76 57 40 118 41
SAPCD2 102 101 174 98 54 131 90
LRRC26 10 6 16 7 8 11 11
CYSRT1 12 8 22 22 14 38 31
RP11-326C3.15 6 6 6 15 30 13 16
CEND1 94 20 192 84 26 218 95
CRACR2B 36 30 62 33 33 59 44
IFITM10 10 9 5 11 17 11 22
SLC22A18AS 10 11 10 7 8 13 12
HBG2 54 0 56 60 0 103 0
TRIM6 11 4 28 18 2 24 35
PRKCDBP 2201 1362 2433 2163 987 6846 4026
CYB5R2 29 64 25 63 96 99 251
STK33 28 21 39 73 41 57 28
ST5 31 18 50 43 73 79 43
RP11-540A21.2 14 49 19 23 83 25 50
ADM 287 1490 16 319 3252 122 2924
GALNT18 37 100 49 44 112 80 204
MICALCL 35 20 31 34 22 30 21
TEAD1 14 3 9 22 14 31 21
CALCB 132 94 149 233 131 429 370
INSC 5 4 1 14 9 2 14
E2F8 310 233 441 242 180 343 340
KIF18A 373 451 532 307 353 515 565
C11orf96 30 20 16 15 34 36 56
LRP4-AS1 9 42 10 14 48 11 26
PACSIN3 162 89 178 146 86 148 127
FAM111B 1538 556 1962 1563 606 2484 1362
FADS2 115 173 115 106 111 99 140
HRASLS2 17 16 14 24 10 26 20
RP11-783K16.13 12 16 14 16 15 28 23
C11orf85 24 21 21 27 19 96 74
CDC42EP2 39 25 44 42 87 83 39
FOSL1 140 41 162 125 41 179 83
CNIH2 17 12 13 8 12 23 25
RHOD 132 72 179 141 97 217 151
GAL 21 7 57 29 20 83 54
DGAT2 50 13 84 71 21 115 61
LRRC32 42 2 84 72 10 57 3
TSKU 59 52 19 37 50 63 134
GAB2 21 10 38 42 32 23 24
RAB38 108 398 42 120 493 54 589
AMOTL1 20 7 24 12 11 31 14
RP11-315O6.1 36 48 29 49 95 65 89
CARD17 25 16 63 45 8 69 20
ZC3H12C 56 4 39 54 6 49 3
LAYN 21 1291 58 45 1897 66 377
PIH1D2 19 8 19 13 8 22 16
IL18 6 17 5 11 15 6 10
RP11-839D17.3 35 23 41 26 17 26 49
BACE1 11 3 29 12 2 21 5
FXYD6 54 7 61 54 15 138 50
RP11-770J1.5 7 11 9 6 15 21 18
UPK2 4 30 1 1 23 6 30
MCAM 84 43 138 91 67 87 96
USP2 7 5 5 15 14 4 6
THY1 15 0 17 15 0 17 0
IGSF9B 6 48 10 21 62 17 70
GLB1L2 22 6 30 13 13 18 17
AKR1C1 4 4 5 13 12 20 34
GATA3-AS1 40 12 70 44 9 50 8
RP11-379F12.3 4 1 13 5 1 5 0
RP3-323N1.2 16 48 14 15 30 14 14
CCDC3 255 18 222 169 10 310 13
MCM10 736 378 984 599 336 1080 780
OLAH 202 188 282 283 308 209 124
ST8SIA6 64 14 135 17 4 50 24
SPAG6 23 6 17 17 4 25 10
C10orf67 44 57 87 57 109 145 179
RP11-371A19.2 6 8 16 9 28 16 29
KIAA1217 8 35 4 10 41 10 40
KIAA1462 2 2 4 6 1 4 0
RP11-472N13.3 6 8 1 5 8 5 24
NRP1 10 0 14 7 5 15 5
PARD3 18 16 41 31 41 63 45
RASGEF1A 12 10 9 17 49 9 47
C10orf10 31 96 12 13 94 43 102
ALOX5 14 15 17 29 17 23 41
SLC16A9 8 12 18 3 10 15 21
EGR2 231 270 164 190 381 310 377
DNAJC12 2418 6901 2582 2699 8607 3774 10607
TSPAN15 36 25 30 27 24 47 31
RP11-343J3.2 9 42 5 20 77 10 41
PALD1 0 10 0 1 24 1 18
CHST3 28 58 25 17 70 27 71
RP11-442H21.2 13 26 20 21 57 24 56
RP11-152N13.16 9 7 13 7 6 14 11
RP11-574K11.29 4 7 7 10 4 13 9
RP11-574K11.5 8 4 15 5 3 20 11
PLAU 375 64 85 126 27 71 26
ZNF503 7 6 17 19 8 43 10
DLG5 24 18 28 17 26 23 14
SFTPD 17 14 32 26 22 29 47
CH25H 26 12 6 9 11 62 49
PPP1R3C 7 44 5 10 65 5 57
MYOF 235 83 417 198 52 749 344
CEP55 2119 1334 3198 1790 972 3948 1839
TBC1D12 55 47 35 58 46 82 67
SORBS1 11 6 3 12 2 19 8
PIK3AP1 34 12 29 46 25 56 39
CNNM1 10 19 8 7 38 13 41
SCD 622 1317 582 589 1592 535 1414
PAX2 24 4 73 46 1 79 11
RP11-108L7.15 17 28 21 17 24 23 32
KCNIP2 4 16 5 5 35 14 24
INA 12 6 21 15 6 26 20
SH3PXD2A-AS1 29 27 50 68 30 82 47
CFAP58 7 18 21 12 13 38 39
DUSP5 920 277 870 867 262 1555 440
ATRNL1 26 90 16 25 152 14 76
RP11-539I5.1 20 12 56 58 59 25 17
SHTN1 31 3 54 39 13 41 8
CASC2 11 2 16 9 2 25 17
ATE1-AS1 22 7 0 8 8 12 8
HMX2 2 20 6 12 16 6 20
FANK1 276 18 602 253 20 524 24
ADAM12 40 3 68 52 11 57 3
MKI67 5387 6489 7890 4988 6523 6654 7861
JAKMIP3 5 8 9 2 1 16 13
SYCE1 19 38 22 2 5 16 20
TEAD4 204 169 336 192 357 385 381
CLEC4A 11 8 13 13 16 21 18
RP11-20D14.6 2 4 3 17 29 27 34
RP11-277P12.20 11 53 1 44 53 40 42
TAS2R30 8 10 9 7 17 7 20
BCL2L14 604 245 966 660 216 1924 736
GPRC5A 17 22 13 11 36 9 81
EMP1 137 46 248 163 87 331 201
